genres,popularity,vote_average,spoken_languages
"Drama, Mystery, Thriller",3.485213,4.6,"Italiano, English"
"Thriller, Action, Comedy, Crime",6.368323,5.9,English
"Drama, Crime",7.936578,6.1,English
Documentary,0.702597,7.1,English
"Drama, War",3.166163,6.3,"English, Español"
"Comedy, Family, Fantasy",2.186679,5.9,"English, Italiano"
"Comedy, Drama",2.363243,5.9,English
"Mystery, Drama, Fantasy, History",8.815485,7.2,Pусский
Drama,0.848101,7.2,한국어/조선말
Drama,1.076999,6.4,English
"Drama, Action, Thriller, Crime",3.846331,5.7,"English, Italiano"
"Animation, Drama, War",0.010902,8.2,日本語
"Action, Crime, Thriller",5.266983,6.8,English
Horror,2.130583,6.0,"English, Latin"
"Drama, Romance",4.566587,5.7,English
"Horror, Thriller",3.43877,5.8,English
"Drama, Music",0.02158,7.4,English
"Action, Drama, Western",1.95931,6.9,English
"Science Fiction, Action",1.706648,2.9,English
Comedy,1.987499,6.1,English
"Action, Adventure, Drama, Thriller",2.284384,7.0,English
Comedy,9.389486,4.9,English
"Horror, Science Fiction",2.218273,5.4,Magyar
"Fantasy, Music, Romance",3.782547,5.2,English
"Action, Comedy, Drama, Romance",1.417079,7.3,English
"Drama, Romance, Thriller",3.21594,6.8,"English, Deutsch"
"Comedy, Romance",0.708186,7.3,English
"Action, Crime, Thriller",1.701134,5.0,English
"Action, Comedy",6.100879,6.4,Italiano
"Drama, Mystery, Thriller",7.536295,7.3,English
Horror,0.235578,5.7,English
Comedy,1.566468,6.2,"English, Français"
"Horror, Thriller",8.942517,6.2,English
"Crime, Drama",1.514551,5.0,"Deutsch, English"
"Adventure, Horror",2.767334,5.3,"Español, Italiano"
Comedy,3.858572,5.8,English
"Comedy, Mystery, Thriller",1.128953,5.8,"English, Deutsch"
"Action, Adventure, Comedy",5.928981,6.9,Italiano
Drama,0.888234,7.3,English
"Comedy, Crime, Adventure",5.568624,7.1,"Français, Italiano, Español"
"Comedy, Romance",2.931013,5.5,English
"Comedy, Horror",0.837756,4.8,English
"Horror, Mystery",3.891243,6.1,English
"Horror, Mystery, Thriller",3.175395,5.0,English
"Action, Drama",5.674684,6.1,English
"Romance, Drama",5.786435,5.0,English
"Horror, Mystery, Thriller",6.302682,6.3,English
"Action, Drama, Romance, Thriller",9.698848,6.4,"English, Deutsch"
"Action, Mystery, Thriller",1.316179,5.9,English
"Romance, Drama",9.373676,7.0,Français
"Comedy, Drama",0.384338,7.7,English
"Crime, Drama",1.433116,6.4,English
"Drama, Romance",0.337021,7.0,English
"Comedy, Drama, Romance",7.531501,6.3,English
"Action, Adventure, Horror, Science Fiction",3.853415,5.2,English
"Adventure, Drama, History, War",7.44658,7.1,English
"Crime, Drama, Mystery, Thriller",2.445608,7.2,Français
"Drama, Horror, Thriller",7.878735,6.3,English
Comedy,0.137095,4.0,
"Adventure, Comedy",1.023164,8.5,English
"Comedy, Romance",3.018382,7.0,English
"Drama, Horror, Thriller",2.12989,5.7,English
"Drama, Horror, Thriller, Mystery",6.558858,6.0,English
"Comedy, Romance, Family",1.08281,3.8,English
"Foreign, Horror, Science Fiction, Thriller",1.794332,3.6,English
"Drama, Thriller, Music",2.121307,6.5,English
"Drama, Romance",8.637148,5.4,English
"Action, Adventure, Romance, Western",1.38292,3.7,English
"War, Drama, Romance",2.525223,5.6,Deutsch
"Science Fiction, Thriller",1.457778,5.7,English
"Animation, Comedy, Family",1.02698,6.6,English
"Thriller, Horror",1.812505,5.7,English
"Comedy, Foreign",0.759427,7.8,Polski
Comedy,5.619281,5.5,English
"Comedy, Romance",2.258556,6.7,English
"Crime, Drama, Horror, Thriller",8.201117,6.3,English
"Comedy, Drama",3.875264,7.7,English
Comedy,3.950775,5.2,English
Horror,0.0,0.0,English
"Drama, Music",0.837251,6.4,English
"Comedy, Drama",0.695628,7.0,English
"Drama, Music, Romance",8.031761,6.3,English
"Horror, Mystery",3.896297,6.1,"Italiano, English, Español"
Comedy,5.430699,6.4,English
"Romance, Comedy",8.173864,6.3,English
"Action, Adventure, Thriller",10.093285,7.1,Français
Documentary,0.073617,7.5,"English, Français"
"Horror, Mystery, Thriller",13.955376,5.3,"English, Italiano, Español"
"Action, Crime, Drama",3.928278,6.4,"English, Deutsch"
"Mystery, Thriller",2.372928,4.5,"العربية, English, Français, Deutsch"
"Comedy, Drama",3.411156,7.0,"العربية, English, Français"
"Action, Comedy, Drama, History",1.652275,6.1,"English, Deutsch"
"Drama, Romance, Foreign",0.508711,3.6,"English, Español"
"Drama, Romance",11.283472,7.3,"English, Français, Pусский"
"Comedy, Drama",3.529256,6.3,"Deutsch, English"
"Comedy, Drama, Family, Science Fiction",1.153239,5.2,English
Drama,2.336209,7.2,"Français, Italiano, Pусский"
Drama,0.719732,5.9,"Español, English"
"Fantasy, Horror",3.399621,6.6,English
Comedy,0.153041,4.4,
"Action, Drama, History, War",7.819581,6.9,English
Comedy,3.034758,6.3,"English, Italiano"
"Comedy, War",3.767458,6.2,"English, Pусский"
"Comedy, Drama, Romance",1.762156,6.7,English
"Action, Adventure, Comedy, Thriller",10.404277,5.2,"English, Magyar, Pусский"
"Drama, History, War",0.770711,6.2,", فارسی"
"Drama, Romance",0.72422,5.3,
"Crime, Drama, Mystery",2.488424,5.6,English
"Thriller, Crime, Romance",6.426438,6.2,"English, Français, Español"
Drama,8.374355,6.8,English
"Documentary, Music, Foreign",0.001662,0.0,Français
"Drama, Romance",10.107519,6.9,English
"Comedy, Romance",1.534982,5.0,"English, Français, עִבְרִית"
"War, Drama",3.387974,5.7,", English, Français, Deutsch, Türkçe"
"Drama, Romance",2.195447,6.2,Español
"Drama, Thriller",0.573201,5.6,
Documentary,0.643481,7.0,English
"Drama, Family",1.832369,7.1,한국어/조선말
"Action, Comedy, Science Fiction",5.951804,6.0,Español
Drama,0.572387,5.0,
"Thriller, Action, Drama",11.774131,5.6,English
"War, Comedy, Drama, Romance",2.982447,7.9,"English, Français, Deutsch"
Western,8.40322,6.8,Italiano
Drama,1.51734,5.8,English
Drama,0.172242,6.6,
Comedy,1.418177,4.6,English
"Action, Adventure, Science Fiction",3.419312,6.2,English
"Action, Mystery, Thriller",0.239635,4.3,"English, Magyar"
"Horror, Action, Thriller",10.073784,6.7,English
"Drama, Action, Thriller",1.01416,6.4,English
"Drama, Thriller, War",0.411203,6.0,"Deutsch, Magyar, svenska"
"Comedy, Drama, Family, Romance",2.266744,6.8,"English, Italiano"
"Fantasy, Horror, Comedy, Science Fiction",0.752094,4.5,English
"Drama, Foreign, Romance",1.233405,6.6,Français
"Drama, Comedy, Romance",2.036657,5.7,Français
"Action, Adventure, Thriller",12.698468,6.2,English
"Thriller, Horror, Mystery",2.887538,6.4,English
"Adventure, Crime, Thriller",0.520743,6.8,English
Drama,0.725026,4.8,English
Drama,6.154039,6.7,English
Drama,12.180836,4.9,English
Comedy,0.738954,7.5,Italiano
"Thriller, Horror, Mystery",4.291236,6.5,English
"Drama, Mystery, Romance, Thriller",5.692818,5.7,English
"Comedy, Fantasy, Horror",0.85835,5.1,English
"Crime, Drama, Action, Thriller",2.633399,6.1,English
"Comedy, Drama, Romance",1.08751,7.3,Bosanski
Comedy,1.09807,4.9,English
"Comedy, Science Fiction",5.082509,6.3,Français
"Action, Crime, Drama, History, Thriller",4.239893,7.0,"Français, English"
"Adventure, Mystery, Thriller",0.627368,5.7,English
Drama,1.244269,6.6,
"Comedy, Horror, Mystery",2.142083,5.6,"English, Français"
"Comedy, Romance",1.343727,3.9,English
"Adventure, Action, Comedy",2.081712,3.8,English
"Thriller, Drama, Horror",0.803521,6.0,English
"Drama, Comedy, Thriller, Mystery, Romance",1.718048,5.5,English
"Action, Crime, Drama, Thriller",10.480229,7.3,English
"Drama, Music, Documentary",0.303062,6.9,English
"Crime, Drama",2.73921,5.6,English
Drama,0.203356,5.0,
"Drama, Romance",4.84291,6.9,English
Drama,5.304475,5.0,English
"Drama, Action, Thriller, Romance",8.230447,6.5,"English, Français, Tiếng Việt"
"Drama, Romance",0.181198,5.0,Español
"Drama, Romance",6.648278,7.5,Español
"Comedy, Animation",11.788185,5.3,English
"Action, Adventure, Drama, Thriller",2.947411,5.0,English
"Drama, Science Fiction, Mystery, Romance",10.642824,5.9,English
"Adventure, Animation, Family, Fantasy, Science Fiction",16.141913,7.2,English
"Horror, Thriller",4.583304,4.6,English
"Comedy, Horror",0.982881,4.3,English
"Thriller, Drama, Comedy, Action, Romance",1.510797,6.3,Deutsch
Drama,0.536339,5.0,"Nederlands, English, Français"
"Comedy, Drama",7.327229,4.9,English
"Drama, Romance",0.687325,6.1,Pусский
"Adventure, Fantasy, Action, Science Fiction, Family",1.759153,5.9,"Dansk, Íslenska, Norsk, svenska, English"
"Thriller, Mystery, Romance",4.187079,6.7,English
"Thriller, Romance",0.714564,6.0,
"Science Fiction, Fantasy, Horror, Adventure",0.712615,6.3,English
"Comedy, Drama",0.638452,7.6,English
"Science Fiction, Thriller",0.441841,4.1,Deutsch
"Action, Adventure, Fantasy",3.523637,5.6,English
"Action, Drama",2.148655,6.4,"English, Deutsch, Español"
"Comedy, Crime, Drama",11.624481,7.3,"English, Latin"
"Action, Science Fiction, Thriller",12.671637,6.9,English
"Drama, Action, Romance, Foreign",0.645316,4.0,"普通话, 广州话 / 廣州話"
Drama,1.450026,7.1,Français
Drama,2.216567,6.1,Italiano
Drama,2.065757,5.0,"English, Français, Italiano"
"Comedy, Drama, Horror, Thriller",3.577025,6.7,日本語
Drama,1.455537,7.4,Français
"Documentary, Music",0.102459,7.1,English
Documentary,1.320642,6.9,English
"Action, Drama",9.865257,6.7,"English, Français, Deutsch"
Drama,2.236259,6.6,English
"Drama, Music",1.128317,6.9,"English, Español"
"Horror, Thriller",1.057387,5.5,"English, Español"
"Science Fiction, Thriller",1.295139,5.6,English
"Adventure, Comedy",2.014981,6.7,Français
"War, Drama, Action",1.021685,4.2,English
Comedy,2.835882,5.7,Italiano
"Comedy, Drama, Romance",3.727104,5.6,English
"Action, Comedy, Western",1.134435,6.4,English
"Horror, Science Fiction",0.948859,5.3,English
"Comedy, Romance",4.771286,5.3,English
Comedy,2.171346,5.9,English
"Drama, Crime",2.686525,6.1,"English, Español"
"Mystery, Drama, Horror",0.620534,6.8,English
"Horror, Comedy, Drama, Science Fiction",2.008448,7.5,"English, Magyar"
Documentary,2.712121,7.7,"English, Deutsch, Español"
Drama,2.086954,5.5,English
"Action, Science Fiction",0.3985,6.6,English
"Comedy, Drama",1.094395,4.9,English
"Drama, History",1.547715,7.0,Français
"Comedy, Crime, Drama, Mystery, Romance, Thriller",3.814738,6.7,English
"Comedy, Horror",11.758627,7.0,English
"Drama, Romance, Comedy, Music",5.270187,6.2,English
"Comedy, Fantasy",8.734328,5.5,English
"Comedy, Drama, Romance",7.291939,5.6,"English, Français"
"Drama, Comedy",11.066473,6.7,English
"Drama, Foreign",2.503983,7.1,Español
Drama,7.724715,6.5,English
Drama,0.780534,4.5,English
"Action, Comedy, Drama, Romance, Science Fiction, Thriller",3.249017,6.7,"English, Español"
"Comedy, Drama",0.231573,8.0,English
Drama,2.328347,7.2,"English, Español"
"Drama, War",2.438822,7.7,"Français, English, 日本語, 普通话"
"Crime, Drama",10.271871,7.2,English
"Drama, Romance",10.944654,6.7,"English, 日本語, Pусский, Español"
"Drama, History, Crime",14.922399,7.1,"English, Gaeilge, Latin, 普通话"
"Comedy, Romance",7.738531,5.9,English
"Animation, Adventure, Family",5.341749,5.8,"English, Italiano"
"Action, Crime, Drama, Thriller",5.20644,6.8,"English, Deutsch, Polski"
Thriller,2.301922,5.8,English
Thriller,5.200399,5.4,English
"Drama, Thriller, Romance",4.655727,4.5,English
Drama,7.591269,7.5,English
"Action, Thriller",1.228145,5.2,English
"Drama, War",5.82556,7.1,"English, Pусский"
"Drama, Thriller, Crime, Mystery, Romance",2.711073,7.1,English
"Adventure, Drama",4.250819,6.1,English
"Action, Crime, Drama, Thriller",3.206796,5.7,English
"Fantasy, Animation, Family",13.507299,8.0,日本語
Crime,0.471913,6.2,English
"Action, Adventure, Family, Fantasy",3.428166,7.5,English
"Drama, War, Romance",3.666277,6.8,"English, Italiano, Pусский"
"Mystery, Thriller",0.520664,3.0,
Comedy,3.351759,6.9,English
"Action, Thriller",3.098412,6.1,"Pусский, English"
"Horror, Science Fiction",5.264676,4.9,English
"Horror, Mystery, Thriller",5.310614,6.8,English
"Horror, Science Fiction, Thriller",7.351703,6.1,English
"Drama, Foreign, Romance",0.10648,5.0,English
"Science Fiction, Thriller",3.262443,6.0,English
Drama,5.100454,5.7,Français
"Drama, History",1.484908,5.8,हिन्दी
Drama,2.576301,7.0,English
"Action, Comedy, Thriller, Crime",4.886559,6.6,English
"Action, Adventure, Drama",2.732817,5.5,English
"Drama, Crime",19.833077,7.7,"English, Français"
"Comedy, Family, Fantasy",6.463613,5.6,Italiano
"Action, Comedy, Crime, Drama, Music",13.325347,6.9,"Magyar, English"
Drama,14.686487,7.0,English
"War, Drama",5.740474,6.2,English
"Adventure, Drama, Action, Family",4.056577,6.8,English
"Drama, War",14.811594,8.1,"English, Deutsch, Pусский"
"Crime, Drama",4.387474,5.0,English
Comedy,0.503289,6.8,English
"Horror, Mystery, Thriller",1.166411,4.4,"English, Français"
"Horror, Thriller",3.227677,5.8,"English, Italiano"
"Comedy, Drama",9.093411,7.6,English
"Comedy, Drama",2.362585,6.5,English
"Comedy, Crime, Drama, Romance, Thriller",11.331072,6.6,English
Drama,0.306179,7.0,Português
Comedy,6.001152,5.3,"English, Italiano, Deutsch, Français"
Comedy,0.296765,4.2,English
"Mystery, Drama",1.916933,6.5,Français
"Action, Thriller, Foreign",0.408024,6.6,"English, 日本語, 普通话, Português, Pусский"
"Comedy, Crime, Drama",1.836741,5.6,English
"Action, Comedy, Drama, Thriller",1.435948,5.0,"English, Italiano"
"Comedy, Romance",4.444724,5.3,English
"Comedy, Adventure, Crime",6.538007,4.3,English
"Action, Comedy, Crime, Thriller",6.409297,5.5,English
"Comedy, Foreign",3.500979,5.7,"English, 普通话"
"Drama, Crime",14.95927,8.2,Português
"Drama, Romance",0.918722,4.9,"Dansk, svenska, English"
"Drama, Thriller",3.397781,6.8,English
"Comedy, Drama, Romance",1.282491,5.0,English
"Drama, Thriller",6.710499,7.0,"English, Français, Deutsch"
"Crime, Drama, Romance",3.160917,7.3,English
"Crime, Drama, Romance",5.648187,7.5,"English, Français"
"Comedy, Drama, Romance",2.145688,4.0,English
"Music, Comedy",11.449373,6.2,English
Drama,0.805363,6.6,Deutsch
"War, Drama, Romance",2.625143,6.6,English
"Comedy, Drama, Music",1.033187,6.0,English
"Comedy, Romance",2.036182,5.8,English
"Comedy, Music, Romance",1.435609,5.6,"Magyar, English, Français"
"Drama, Romance",4.480053,7.2,English
"Comedy, Drama, Family, Romance",3.568628,7.5,"Italiano, English, Français"
"Comedy, Family, Romance",1.784133,5.5,English
"Music, Comedy, Romance",2.679902,4.8,English
"Action, Crime, Drama, Romance",2.57335,7.6,Français
"Comedy, Romance",4.44326,6.7,English
"Drama, Romance",3.531531,5.4,English
"Comedy, Drama, Romance",0.987034,5.0,English
"Comedy, Romance",19.856025,5.6,English
"Thriller, Horror",11.878552,4.9,English
"Drama, History",4.576053,7.1,"English, Français, Deutsch, Italiano"
Documentary,0.432019,6.0,Deutsch
"Documentary, Foreign",0.32561,7.7,"English, Français"
"Horror, Thriller",0.028517,0.0,English
"Action, Drama, Thriller",7.572944,6.8,English
"Drama, Romance, Comedy",1.421475,6.1,English
"Thriller, Crime, Drama, Mystery",6.848208,6.4,English
"Adventure, Action, Drama",1.393799,6.2,"English, Français"
"Drama, Foreign, Romance",1.571857,5.6,English
"Comedy, Family",1.095507,6.8,
"Music, Drama, Crime",6.820596,6.8,English
"Drama, Family, Comedy",0.506363,5.1,English
"Drama, Music, Romance",1.560562,7.0,English
"Mystery, Family, Thriller, Romance",0.985362,6.2,English
"Drama, Action, Thriller",2.157297,5.4,English
Drama,0.405032,6.1,Français
"Action, Drama",11.269558,5.0,English
"Action, Thriller",11.485473,6.2,"English, فارسی, Pусский"
"Comedy, Romance",4.720788,5.1,"English, हिन्दी, Magyar, Español"
"War, Drama",0.193054,5.0,עִבְרִית
Documentary,4.128414,7.2,"English, Français, Español"
"Drama, Horror, Thriller, Romance",8.398158,6.3,English
Drama,7.300676,6.7,"English, Español"
Comedy,1.636426,6.9,English
"Crime, Mystery, Thriller",7.92465,6.5,English
"Comedy, Thriller",10.267029,6.0,English
"Romance, Thriller, Western, Drama",1.552655,6.2,English
Comedy,0.73743,7.1,English
"Action, Comedy, Crime",2.486721,6.6,English
"Drama, Thriller",1.6617,7.2,Français
Drama,1.289505,7.0,English
"Horror, Thriller, Drama, Mystery, Science Fiction",0.842237,6.8,English
Drama,1.263494,7.0,svenska
"Adventure, Drama, Action, Thriller, Foreign",0.778734,5.8,"English, Deutsch"
"Thriller, Crime, Mystery, Drama",10.526095,6.5,"Français, English, Deutsch"
"Science Fiction, Action, Adventure, Thriller",8.97528,5.5,"Pусский, English"
Drama,0.341653,5.5,English
"Action, Adventure, Thriller",1.112171,5.8,English
"Western, Action",0.192513,7.2,English
"Drama, Thriller, Mystery",2.849203,6.3,English
"Western, Comedy, Drama, Music",3.793634,5.4,English
"Science Fiction, Comedy, Drama",0.478192,5.0,English
Crime,0.905788,5.7,English
Drama,0.25422,5.0,English
"Comedy, Horror, Science Fiction",1.352979,4.6,English
"Comedy, Fantasy",5.022445,5.8,English
Comedy,3.805265,6.5,Español
Comedy,9.390673,6.4,
"Fantasy, Animation, Family",6.634939,7.0,"English, Deutsch"
"Science Fiction, Comedy",1.076213,6.1,English
"Action, Comedy",4.068513,6.1,"广州话 / 廣州話, English"
"Drama, Romance",3.389796,4.9,English
Horror,1.243242,5.4,Italiano
"Comedy, Drama",1.980535,7.8,Srpski
"Adventure, Action, Science Fiction",1.352144,3.5,English
"Comedy, Romance",11.212722,6.5,English
"Drama, History, Mystery, Thriller",4.652888,7.2,"English, Español"
"Comedy, Foreign",1.196669,5.2,"English, Deutsch"
"Crime, Drama, War",0.744858,4.8,English
Comedy,4.160035,7.2,English
Drama,1.464085,7.1,"English, Polski"
"Adventure, Action, Thriller",0.717144,6.5,English
"War, Drama",0.622531,6.3,Italiano
"Drama, History",1.171804,6.4,"Français, Italiano"
"Drama, Music, Romance",1.429843,5.6,English
"Comedy, Horror, Mystery",0.175473,6.0,English
"Romance, Adventure",1.895489,5.6,English
"Comedy, Crime",0.408723,6.0,English
"Comedy, Drama",2.387475,5.7,Français
Drama,2.212593,6.0,English
Drama,1.329464,5.0,English
"Action, Comedy, Drama, Family, Music, Romance",0.840824,5.4,English
"Comedy, Drama, War",0.535723,4.9,English
Drama,3.208221,7.7,Polski
Comedy,5.870932,7.4,Français
"Drama, Horror, Fantasy",3.386544,5.4,English
Drama,1.29069,6.5,English
Comedy,1.475823,7.7,English
Documentary,3.827583,7.7,Français
Family,0.732106,5.2,English
"Comedy, Music",0.588173,0.0,
"Drama, Romance",1.194891,5.7,English
"Drama, Comedy, Family",0.700777,5.8,English
Drama,0.367499,5.1,English
Action,0.829343,5.8,English
"Comedy, Drama",0.979394,6.4,English
Horror,4.273868,5.7,"Italiano, Español"
Drama,1.372892,6.2,"English, Français"
"Comedy, Music, Romance",0.039514,8.0,English
Thriller,3.764354,6.1,English
"Drama, Romance",1.152642,7.2,Español
"Action, Adventure, Fantasy",1.263534,6.6,English
